gid,role,role_score,cluster_id,priority_score,evidence,sub_role,depth,is_seed,in_deg,out_deg,in_kzt,out_kzt,in_tx,out_tx,pass_through,seed_payers,near_seeds,seed_reach,p_forward,fast_transit_share,max_payers_same_day,cycles,pagerank,hub,authority,betweenness,truncated_by_depth,prio_role,prio_reach,prio_money,prio_pagerank,prio_betw,anomaly_score,anomaly_flag,anomaly_reason,structuring_flag,small_tx_share
100000002838861100,consolidator,0.792,13,0.8148,"признаки консолидации: получает от 5 плательщиков (2 seed) 555 тыс ₸, дальше 2% полученного",,1,False,5,1,554523.95,10000.0,5,1,0.018033486200190272,2,2,8,1.0,0.0,2.0,1.0,0.0021199186472606823,5.306984693339364e-19,3.0731960461664195e-05,1.9418391435934565e-05,False,0.713,0.333,0.878,0.99,0.83,0.9210408254822791,False,,False,0.2
100000004400305100,distributor,0.947,0,0.8074,"веерная рассылка: 82 получателям, 101 переводов на 5.8 млн ₸",,2,False,7,82,222800.0,5830181.0,9,101,26.167778276481148,0,2,7,1.0,0.7857224329742079,2.0,545.0,0.0003858174534932498,0.1559235546388478,0.00039136190108106904,0.002609149922720263,False,0.71,0.333,0.997,0.684,0.995,0.9973082099596231,True,число получателей выше среднего своего колена на 8.2 σ,False,0.2222222222222222
100000002578405100,distributor,1.0,7,0.7986,"веерная рассылка: 116 получателям, 120 переводов на 3.1 млн ₸",,2,False,2,116,1200351.0,3108352.0,7,120,2.589535894084314,0,1,1,1.0,0.6693176963226816,1.0,2.0,0.0005700071256448117,-7.619653302901224e-16,-8.349494182771897e-19,0.00017100073274705643,False,0.75,0.167,0.992,0.867,0.952,0.9838492597577388,True,число получателей выше среднего своего колена на 11.7 σ,False,0.0
100000008603629100,distributor,0.894,3,0.7944,"веерная рассылка: 61 получателям, 74 переводов на 5.0 млн ₸",,2,False,19,61,1817300.0,4986156.0,45,74,2.7437165025037142,0,1,7,1.0,0.9888378943619093,4.0,762.0,0.0011918072731347809,0.08609235667130428,0.00245739470822033,0.005760528742267877,False,0.67,0.167,0.997,0.964,0.998,1.0,True,число плательщиков выше среднего своего колена на 10.0 σ,False,0.022222222222222223
100000002939838100,coordinator,0.662,10,0.791,"кандидат в организаторы: деньги 4 seed за ≤2 перевода, связан с 2 посредн. на входе и 0 на выходе, вход 571 тыс ₸",observed_sink,1,False,3,0,571233.0,0.0,3,0,0.0,1,4,10,0.0,0.0,1.0,0.0,0.0004000333621032969,-0.0,0.0004689886713541181,0.0,False,0.662,0.667,0.879,0.706,0.367,0.7281292059219381,False,,False,0.0
100000004299488100,consolidator,0.786,3,0.7863,"признаки консолидации: получает от 6 плательщиков (1 seed) 1.7 млн ₸, дальше 20% полученного",,1,False,6,2,1749000.0,344999.0,22,14,0.19725500285877645,1,1,7,1.0,0.9420288174748332,3.0,1.0,0.0014621185934412442,0.004642303929143001,0.008068516179620846,2.0805419395644178e-05,False,0.707,0.167,0.973,0.974,0.851,0.9825033647375505,True,максимум плательщиков за день выше среднего своего колена на 3.8 σ,False,0.09090909090909091
100000001899164100,consolidator,0.714,11,0.7827,"признаки консолидации: получает от 4 плательщиков (1 seed) 292 тыс ₸, дальше 26% полученного",,1,False,4,3,291675.0,76500.0,5,3,0.2622782206222679,1,2,8,1.0,0.0,2.0,2.0,0.0011765620095510463,-2.823494757984696e-19,0.00012720359609665586,0.00012661583803634885,False,0.643,0.333,0.81,0.961,0.942,0.9268730372364289,False,,False,0.2
100000001072022100,coordinator,0.67,10,0.7764,"кандидат в организаторы: деньги 3 seed за ≤2 перевода, связан с 3 посредн. на входе и 0 на выходе, вход 1.7 млн ₸",observed_sink,1,False,3,0,1684000.0,0.0,6,0,0.0,1,3,10,0.0,0.0,2.0,0.0,0.0005021346766292344,-0.0,0.0034634606285789565,0.0,False,0.67,0.5,0.959,0.777,0.367,0.9223867205024675,False,,False,0.0
100000004159526100,consolidator,0.717,8,0.775,"признаки консолидации: получает от 4 плательщиков (1 seed) 275 тыс ₸, дальше 25% полученного",,1,False,4,4,275037.0,68000.0,4,6,0.24723946232688693,1,2,8,1.0,0.4411764705882353,2.0,1.0,0.0008532026216190913,4.164309889858841e-20,5.2398964471685475e-05,9.788454458522118e-05,False,0.645,0.333,0.797,0.935,0.932,0.9205921938088829,False,,False,0.0
100000008346837100,distributor,0.752,0,0.7745,"веерная рассылка: 25 получателям, 26 переводов на 1.3 млн ₸",,2,False,9,25,254359.0,1258643.0,12,26,4.948293553599441,0,2,7,1.0,0.8516124111443832,4.0,111.0,0.0005474079827287922,0.013922566791271745,0.00020790594427750166,0.008981156281324022,False,0.564,0.333,0.953,0.843,1.0,0.9946164199192463,True,число циклов выше среднего своего колена на 4.7 σ,False,0.4166666666666667
100000003635170100,transit,0.958,29,0.7743,"транзит: получил 268 тыс ₸, отдал 94%, 100% ушло в течение 2 дн. после прихода",,1,False,3,4,268500.0,253500.0,13,10,0.9441340782122905,1,2,8,1.0,1.0,2.0,2.0,0.0011481911115018457,3.7837052961797215e-19,0.00012479516816602413,0.00018804136196634596,False,0.575,0.333,0.871,0.96,0.955,0.9551368326603858,False,,False,0.38461538461538464
100000007055802100,consolidator,0.765,3,0.7715,"признаки консолидации: получает от 6 плательщиков (1 seed) 2.0 млн ₸, дальше 30% полученного",,1,False,6,1,2024999.0,605000.0,34,7,0.29876557963732325,1,1,7,1.0,1.0,4.0,1.0,0.0011819243661223104,0.003434166400123459,0.01082050129101881,4.359230730515923e-06,False,0.688,0.167,0.981,0.962,0.782,0.9914759982054733,True,максимум плательщиков за день выше среднего своего колена на 5.8 σ,False,0.058823529411764705
100000000437046100,distributor,0.832,3,0.7713,"веерная рассылка: 42 получателям, 73 переводов на 7.6 млн ₸",,2,False,9,42,1107200.0,7606224.0,20,73,6.86978323699422,0,1,7,1.0,0.8674551262229458,3.0,472.0,0.0007924860106097857,0.060739548496084615,0.0004776194364085129,0.00219714849479704,False,0.624,0.167,0.998,0.927,0.992,0.9986541049798116,True,число циклов выше среднего своего колена на 6.3 σ,False,0.0
100000006972210100,coordinator,0.662,13,0.7711,"кандидат в организаторы: деньги 4 seed за ≤2 перевода, связан с 2 посредн. на входе и 0 на выходе, вход 489 тыс ₸",observed_sink,1,False,3,0,488775.0,0.0,4,0,0.0,3,4,8,0.0,0.0,1.0,0.0,0.0003462960003537612,-0.0,0.00018644331075932827,0.0,False,0.662,0.667,0.858,0.62,0.367,0.6846119336025124,False,,False,0.0
100000002894076100,coordinator,0.718,13,0.7707,"кандидат в организаторы: деньги 3 seed за ≤2 перевода, связан с 4 посредн. на входе и 0 на выходе, вход 1.1 млн ₸",observed_sink,1,False,4,0,1122782.0,0.0,6,0,0.0,2,3,10,0.0,0.0,3.0,0.0,0.00038267994337591447,-0.0,0.00013028097700293743,0.0,False,0.718,0.5,0.935,0.68,0.367,0.9466128308658591,False,,False,0.0
100000006518161100,transit,0.912,2,0.7702,"транзит: получил 594 тыс ₸, отдал 100%, 71% ушло в течение 2 дн. после прихода",,1,False,3,2,594200.0,595899.0,13,13,1.002859306630764,1,2,7,1.0,0.7147167556918202,2.0,1.0,0.0008108053328700446,-1.175481358656661e-20,0.00033358509224977164,5.785888060502952e-05,False,0.547,0.333,0.94,0.93,0.907,0.9277703005832212,False,,False,0.3076923076923077
100000004759121100,consolidator,0.737,3,0.769,"признаки консолидации: получает от 6 плательщиков (1 seed) 710 тыс ₸, дальше 44% полученного",,1,False,6,2,710000.0,312000.0,10,6,0.4394366197183099,1,1,7,1.0,0.5192307692307693,1.0,1.0,0.0014151796822407304,-1.0280920129763681e-19,0.01035023699871315,7.7079125189577e-05,False,0.663,0.167,0.93,0.972,0.921,0.9403319874383131,False,,False,0.1
100000004071080100,consolidator,0.874,3,0.768,"признаки консолидации: получает от 9 плательщиков (1 seed) 239 тыс ₸, дальше 19% полученного",,1,False,9,2,238600.0,46500.0,16,5,0.19488683989941324,1,1,7,1.0,0.8709677419354839,2.0,1.0,0.0013690045738923406,0.00027800905763374577,0.009263053882842215,2.813685289696641e-05,False,0.787,0.167,0.769,0.969,0.87,0.9699416778824586,False,,False,0.3125
100000005074393100,consolidator,0.567,28,0.7677,"признаки консолидации: получает от 4 плательщиков (1 seed) 563 тыс ₸, дальше 122% полученного",,1,False,4,6,563026.0,685500.0,5,10,1.2175281425724567,1,2,10,1.0,0.06637490882567469,1.0,3.0,0.0010600834163353916,2.6167064333593772e-06,0.000732291860227645,0.00021697080226886072,False,0.51,0.333,0.941,0.955,0.958,0.9286675639300135,False,,False,0.0
100000008686313100,consolidator,0.79,3,0.7657,"признаки консолидации: получает от 6 плательщиков (1 seed) 1.9 млн ₸, дальше 17% полученного",,1,False,6,7,1912716.0,333800.0,16,13,0.17451623764322566,1,1,7,1.0,1.0,2.0,408.0,0.00046763290222869583,0.0018982930976390382,0.010825895242180996,0.0019848260248329463,False,0.711,0.167,0.975,0.753,0.99,0.9955136832660386,True,число циклов выше среднего своего колена на 6.2 σ,False,0.0
100000005933757100,distributor,0.798,8,0.7657,"веерная рассылка: 34 получателям, 46 переводов на 3.0 млн ₸",,2,False,4,34,1246000.0,3002628.0,6,46,2.409813804173355,0,1,7,1.0,0.6113238136725562,2.0,3.0,0.0009979855720130422,0.001310038203282107,3.5038570099604674e-06,0.0038927878243158673,False,0.598,0.167,0.991,0.952,0.997,0.9771197846567967,True,число получателей выше среднего своего колена на 3.2 σ,False,0.0
100000002741024100,consolidator,0.689,0,0.7627,"признаки консолидации: получает от 5 плательщиков (0 seed) 818 тыс ₸, дальше 53% полученного",,2,False,5,6,817980.85,434989.0,9,7,0.5317838431058625,0,1,7,1.0,0.06483612229274763,1.0,3.0,0.002855186532890205,0.0001261509793431229,0.0002395946513755883,0.00011868996398086536,False,0.62,0.167,0.941,0.996,0.939,0.9066846119336025,False,,False,0.1111111111111111
100000002957306100,coordinator,0.647,6,0.7607,"кандидат в организаторы: деньги 4 seed за ≤2 перевода, связан с 2 посредн. на входе и 0 на выходе, вход 398 тыс ₸",observed_sink,1,False,2,0,398490.0,0.0,2,0,0.0,2,4,11,0.0,0.0,1.0,0.0,0.0003551868796242696,-0.0,0.0005839675713304621,0.0,False,0.647,0.667,0.824,0.635,0.367,0.6316733961417677,False,,False,0.0
100000005339662100,consolidator,0.567,2,0.752,"признаки консолидации: получает от 4 плательщиков (1 seed) 203 тыс ₸, дальше 145% полученного",,1,False,4,4,202939.0,295160.0,9,15,1.4544271924075707,1,2,7,1.0,0.7669060848353435,2.0,3.0,0.0016567441326948023,0.00012866402220672286,0.0003363155529121317,0.00013962469475849675,False,0.51,0.333,0.862,0.977,0.947,0.952445042620009,False,,False,0.4444444444444444
100000001697501100,distributor,0.816,4,0.7453,"веерная рассылка: 38 получателям, 55 переводов на 1.5 млн ₸",,1,False,3,38,123700.0,1482606.0,3,55,11.98549717057397,1,1,1,1.0,0.4582471674875186,1.0,3.0,0.0005916045492534855,-6.52702095618892e-18,-3.253100449864653e-17,0.00020547828488840964,False,0.612,0.167,0.957,0.879,0.957,0.978017048003589,True,число получателей выше среднего своего колена на 10.3 σ,False,0.0
100000002957787100,distributor,0.798,0,0.7442,"веерная рассылка: 34 получателям, 41 переводов на 1.3 млн ₸",,2,False,4,34,84956.0,1276153.96,7,41,15.02135175855737,0,1,7,1.0,0.7551235902602222,2.0,84.0,0.0006138323786231593,0.034493337221216974,0.00019153825633920816,0.004276645426207853,False,0.598,0.167,0.946,0.888,0.997,0.9793629430237775,True,число циклов выше среднего своего колена на 4.4 σ,True,0.7142857142857143
100000004403675100,consolidator,0.567,18,0.7427,"признаки консолидации: получает от 4 плательщиков (2 seed) 183 тыс ₸, дальше 145% полученного",,1,False,4,5,182980.0,264699.0,8,6,1.4466007213903158,2,2,7,1.0,0.5402362683651997,1.0,10.0,0.0007400733271266633,0.00010061852340628728,0.0022164237422610204,0.002787673513726202,False,0.51,0.333,0.841,0.919,0.996,0.9380888290713324,False,,False,0.25
100000005778283100,coordinator,0.637,0,0.7415,"кандидат в организаторы: деньги 3 seed за ≤2 перевода, связан с 2 посредн. на входе и 0 на выходе, вход 616 тыс ₸",observed_sink,1,False,3,0,615760.0,0.0,3,0,0.0,2,3,9,0.0,0.0,1.0,0.0,0.00043758405542756654,-0.0,0.00011357615241737374,0.0,False,0.637,0.5,0.887,0.738,0.367,0.74069089277703,False,,False,0.0
100000003741418100,consolidator,0.86,0,0.7383,"признаки консолидации: получает от 9 плательщиков (0 seed) 152 тыс ₸, дальше 26% полученного",,2,False,9,3,151900.0,39920.0,13,3,0.2628044766293614,0,1,7,1.0,0.0,2.0,1.0,0.0006325013799441029,0.004998687584406846,0.00034011174508632807,5.2754855808308135e-05,False,0.774,0.167,0.7,0.895,0.902,0.9564827276805743,False,,False,0.6923076923076923
100000000332284100,consolidator,0.742,0,0.7372,"признаки консолидации: получает от 10 плательщиков (0 seed) 107 тыс ₸, дальше 269% полученного",,2,False,10,3,107426.0,289500.0,12,3,2.69487833485376,0,1,7,1.0,1.0,3.0,0.0,0.0007170946224349055,0.0012820006472910514,0.0003565292361106343,0.0001091372663902734,False,0.668,0.167,0.823,0.915,0.935,0.9766711529834007,True,число плательщиков выше среднего своего колена на 4.8 σ,True,0.8333333333333334
100000004962193100,consolidator,0.883,0,0.7358,"признаки консолидации: получает от 8 плательщиков (0 seed) 900 тыс ₸, дальше 0% полученного",observed_sink,2,False,8,0,900468.0,0.0,11,0,0.0,0,1,7,0.0,0.0,5.0,0.0,0.00065731504427257,-0.0,0.0004994172486565575,0.0,False,0.795,0.167,0.919,0.902,0.367,0.9730820995962315,True,максимум плательщиков за день выше среднего своего колена на 6.3 σ,False,0.0
100000004486525100,consolidator,0.733,0,0.7349,"признаки консолидации: получает от 8 плательщиков (0 seed) 361 тыс ₸, дальше 75% полученного",,2,False,8,2,360924.0,271045.0,21,3,0.7509752745730403,0,1,7,1.0,1.0,5.0,0.0,0.0008057988481996686,0.0004648710747117079,0.00030175688378916493,4.755524433290098e-06,False,0.66,0.167,0.89,0.928,0.784,0.9811574697173621,True,максимум плательщиков за день выше среднего своего колена на 6.3 σ,False,0.3333333333333333
100000004221668100,consolidator,0.637,12,0.7344,"признаки консолидации: получает от 4 плательщиков (0 seed) 1.1 млн ₸, дальше 65% полученного",,2,False,4,3,1128300.0,731440.0,8,10,0.6482673047948241,0,1,1,1.0,0.9841408727988625,1.0,3.0,0.0030901749053247243,-4.609038149984193e-19,2.9664717156478316e-05,4.5573775819030105e-06,False,0.573,0.167,0.965,0.998,0.784,0.9259757738896366,False,,False,0.25
100000002718366100,consolidator,0.825,1,0.7321,"признаки консолидации: получает от 6 плательщиков (0 seed) 2.5 млн ₸, дальше 0% полученного",observed_sink,2,False,6,0,2525000.0,0.0,10,0,0.0,0,1,9,0.0,0.0,3.0,0.0,0.0006811994866182274,-0.0,7.932283167515186e-06,0.0,False,0.742,0.167,0.978,0.907,0.367,0.9636608344549125,False,,False,0.0
100000008324800100,transit,0.978,5,0.7316,"транзит: получил 526 тыс ₸, отдал 97%, 100% ушло в течение 2 дн. после прихода",,2,False,3,1,526500.0,511000.0,17,13,0.9705603038936372,0,1,7,1.0,1.0,2.0,1.0,0.0018517826355651432,-6.351625260305282e-19,0.0031069866791250214,1.922024458454748e-05,False,0.587,0.167,0.931,0.983,0.81,0.9013010318528488,False,,False,0.11764705882352941
100000007442518100,consolidator,0.596,25,0.7315,"признаки консолидации: получает от 5 плательщиков (1 seed) 510 тыс ₸, дальше 867% полученного",,1,False,5,9,510000.0,4419999.0,8,12,8.666664705882352,1,1,7,1.0,0.8993212441903268,1.0,1.0,0.000648773224650621,2.0802215632693188e-05,0.005493256774154664,0.0002522409418157623,False,0.536,0.167,0.995,0.898,0.961,0.9641094661283086,False,,False,0.125
100000007629096100,consolidator,0.624,0,0.7302,"признаки консолидации: получает от 4 плательщиков (0 seed) 1.1 млн ₸, дальше 71% полученного",,2,False,4,1,1075170.0,765205.0,5,5,0.7117060557865268,0,1,7,1.0,0.9346122934377062,2.0,1.0,0.00247240594710724,0.00010197759824558033,0.00028463489458447537,1.525730755680573e-05,False,0.562,0.167,0.964,0.995,0.79,0.9470614625392553,False,,False,0.0
100000002224132100,consolidator,0.596,11,0.7301,"признаки консолидации: получает от 5 плательщиков (0 seed) 4.0 млн ₸, дальше 307% полученного",,2,False,5,4,3951020.0,12115000.0,10,25,3.0662968043695047,0,1,2,1.0,0.7267849773008667,2.0,8.0,0.005995733195474406,-7.555253882162488e-19,-1.6019457581398397e-19,6.241625818693253e-06,False,0.536,0.167,1.0,1.0,0.786,0.9860924181247196,True,входящий оборот выше среднего своего колена на 3.0 σ,False,0.0
100000008748914100,distributor,0.668,10,0.7255,"веерная рассылка: 13 получателям, 21 переводов на 4.5 млн ₸",,1,False,2,13,180000.0,4471847.0,9,21,24.843594444444445,1,1,1,1.0,0.4959248382156187,1.0,1.0,0.0007908267344260654,0.0033332684529872813,9.414966805373828e-19,0.0006406087705344536,False,0.501,0.167,0.992,0.927,0.976,0.9497532525796322,False,,False,0.2222222222222222
100000001857829100,distributor,0.692,15,0.7252,"веерная рассылка: 16 получателям, 16 переводов на 2.4 млн ₸",,2,False,6,16,888535.0,2390993.0,9,16,2.690938454872346,0,1,7,1.0,0.8154867036415414,3.0,50.0,0.000620479025252112,0.006990814178146247,0.0020377594022789975,0.00195959937727883,False,0.519,0.167,0.985,0.89,0.989,0.9869896814715119,True,число циклов выше среднего своего колена на 3.9 σ,False,0.1111111111111111
100000000661912100,transit,0.854,3,0.7211,"транзит: получил 393 тыс ₸, отдал 110%, 75% ушло в течение 2 дн. после прихода",,1,False,5,2,393036.0,430700.0,9,8,1.0958283719557496,1,1,7,1.0,0.75156721615974,2.0,1.0,0.0017491597591117558,-4.706748446338945e-19,0.007862144498655573,0.001333690545207292,False,0.512,0.167,0.911,0.98,0.987,0.9448183041722745,False,,False,0.1111111111111111
100000008144528100,consolidator,0.796,2,0.7208,"признаки консолидации: получает от 5 плательщиков (0 seed) 1.1 млн ₸, дальше 0% полученного",observed_sink,2,False,5,0,1068202.6,0.0,13,0,0.0,0,1,7,0.0,0.0,2.0,0.0,0.001055538276590799,-0.0,5.437775228461317e-06,0.0,False,0.716,0.167,0.933,0.954,0.367,0.901749663526245,False,,False,0.23076923076923078
100000008547948100,distributor,0.758,1,0.7159,"веерная рассылка: 26 получателям, 31 переводов на 5.2 млн ₸",,2,False,6,26,212665.0,5185600.0,7,31,24.383890155878966,0,1,8,1.0,0.21627198395556926,4.0,8.0,0.00042770372491676006,0.00010550661103746164,5.649427405724984e-06,0.0011322141374262578,False,0.568,0.167,0.996,0.727,0.984,0.9847465231045311,True,максимум плательщиков за день выше среднего своего колена на 4.6 σ,False,0.14285714285714285
100000008111003100,consolidator,0.794,0,0.7155,"признаки консолидации: получает от 6 плательщиков (0 seed) 223 тыс ₸, дальше 16% полученного",,2,False,6,1,222716.0,35000.0,9,1,0.15715081089818422,0,1,7,1.0,1.0,2.0,104.0,0.0004696217007352448,8.58891795865451e-21,0.0003151792146778354,0.0008819050437118924,False,0.715,0.167,0.755,0.755,0.981,0.9820547330641544,True,число циклов выше среднего своего колена на 4.6 σ,False,0.0
100000001530983100,distributor,0.649,10,0.7137,"веерная рассылка: 11 получателям, 17 переводов на 1.8 млн ₸",,1,False,4,11,564158.0,1829538.0,4,17,3.24295321523403,2,2,7,1.0,0.15648212827500713,1.0,0.0,0.000356090309991762,0.00021682601059341012,0.005439667156910638,0.0003320721066079377,False,0.487,0.333,0.976,0.636,0.969,0.9488559892328399,False,,False,0.0
100000006734214100,consolidator,0.784,14,0.7105,"признаки консолидации: получает от 5 плательщиков (0 seed) 610 тыс ₸, дальше 6% полученного",,3,False,5,3,610000.0,36000.0,10,4,0.05901639344262295,0,0,7,1.0,0.7222222222222222,2.0,0.0,0.0006063901366273065,2.2415912672071667e-19,0.008009424579136552,5.9444055416126226e-05,False,0.706,0.0,0.892,0.885,0.912,0.9762225213100045,True,число плательщиков выше среднего своего колена на 6.1 σ,False,0.0
100000003242289100,distributor,0.74,14,0.7104,"веерная рассылка: 23 получателям, 26 переводов на 2.4 млн ₸",,2,False,3,23,550791.0,2377741.0,8,26,4.316956885642648,0,1,7,1.0,0.3309300718623265,2.0,104.0,0.0004397217042853956,0.012521217291712699,0.0001920128161334934,0.0010013456094342644,False,0.555,0.167,0.983,0.74,0.983,0.9721848362494392,True,число циклов выше среднего своего колена на 4.6 σ,False,0.0
100000008560717100,consolidator,0.845,3,0.7089,"признаки консолидации: получает от 7 плательщиков (1 seed) 529 тыс ₸, дальше 5% полученного",,1,False,7,1,529000.0,25000.0,9,1,0.04725897920604915,1,1,7,1.0,0.0,2.0,0.0,0.000330834156555212,-2.2437737117700557e-19,0.01233779685220093,1.922024458454748e-05,False,0.76,0.167,0.876,0.578,0.81,0.9318079856437864,False,,False,0.0
100000008730846100,consolidator,0.654,0,0.7059,"признаки консолидации: получает от 7 плательщиков (0 seed) 155 тыс ₸, дальше 234% полученного",,2,False,7,3,155042.0,363370.0,11,4,2.343687516930896,0,1,8,1.0,1.0,4.0,0.0,0.0005360575471707999,0.00216656649286807,0.00024907633130586787,0.0001409126051421448,False,0.589,0.167,0.869,0.822,0.948,0.9694930462090624,False,,False,0.2727272727272727
100000003265158100,transit,0.958,11,0.7053,"транзит: получил 146 тыс ₸, отдал 106%, 100% ушло в течение 2 дн. после прихода",,1,False,3,2,146100.4,154200.0,3,4,1.055438588806054,2,2,9,1.0,1.0,1.0,0.0,0.0003846709844220256,-1.6754057580485004e-19,1.9470593065389833e-05,0.00017654884458589488,False,0.575,0.333,0.781,0.682,0.953,0.8380439659039928,False,,False,0.0
